formula, size, congruence, reverse, result 
P0.5N2L10.form124, 13, 4, 
P0.5N2L10.form125, 13, 5, 
P0.5N2L10.form126, 13, 4, 
P0.5N2L10.form127, 16, 0, 
P0.5N2L10.form128, 10, 0, 
P0.5N2L10.form129, 10, 0, 
P0.5N2L10.form130, 13, 0, 
P0.5N2L10.form131, 13, 2, 
P0.5N2L10.form132, 13, 1, 
P0.5N2L10.form133, 16, 1, 
P0.5N2L10.form134, 13, 4, 
P0.5N2L10.form135, 16, 2, 
P0.5N2L10.form136, 16, 2, 
P0.5N2L10.form137, 13, 4, 
P0.5N2L10.form138, 13, 3, 
P0.5N2L10.form139, 16, 2, 
P0.5N2L10.form140, 10, 0, 
P0.5N2L10.form141, 19, 4, 
P0.5N2L10.form142, 16, 3, 
P0.5N2L10.form143, 13, 0, 
P0.5N2L10.form144, 10, 7, 
P0.5N2L10.form145, 10, 2, 
P0.5N2L10.form146, 13, 5, 
P0.5N2L10.form147, 10, 1, 
P0.5N2L10.form148, 13, 0, 
P0.5N2L10.form149, 19, 8, 
P0.5N2L10.form150, 13, 2, 
P0.5N2L10.form151, 13, 4, 
P0.5N2L10.form152, 10, 0, 
P0.5N2L10.form153, 10, 3, 
P0.5N2L10.form154, 13, 0, 
P0.5N2L10.form155, 13, 1, 
P0.5N2L10.form156, 16, 3, 
P0.5N2L10.form157, 13, 2, 
P0.5N2L10.form158, 10, 0, 
P0.5N2L10.form159, 16, 2, 
P0.5N2L10.form160, 16, 15, 
P0.5N2L10.form161, 10, 0, 
P0.5N2L10.form162, 13, 5, 
P0.5N2L10.form163, 10, 0, 
P0.5N2L10.form164, 13, 0, 
P0.5N2L10.form165, 16, 1, 
P0.5N2L10.form166, 13, 1, 
P0.5N2L10.form167, 13, 5, 
P0.5N2L10.form168, 10, 0, 
P0.5N2L10.form169, 13, 0, 
P0.5N2L10.form170, 16, 1, 
P0.5N2L10.form171, 10, 0, 
P0.5N2L10.form172, 10, 3, 
P0.5N2L10.form173, 16, 3, 
P0.5N2L10.form174, 13, 5, 
P0.5N2L10.form175, 16, 1, 
P0.5N2L10.form176, 16, 1, 
P0.5N2L10.form177, 13, 2, 
P0.5N2L10.form178, 10, 3, 
P0.5N2L10.form179, 13, 0, 
P0.5N2L10.form180, 13, 0, 
P0.5N2L10.form181, 13, 10, 
P0.5N2L10.form182, 16, 5, 
P0.5N2L10.form183, 13, 1, 
P0.5N2L10.form184, 16, 1, 
P0.5N2L10.form185, 13, 0, 
P0.5N2L10.form186, 10, 2, 
P0.5N2L10.form187, 13, 1, 
P0.5N2L10.form188, 13, 0, 
P0.5N2L10.form189, 13, 0, 
P0.5N2L10.form190, 13, 3, 
P0.5N2L10.form191, 10, 3, 
P0.5N2L10.form192, 10, 0, 
P0.5N2L10.form193, 10, 0, 
P0.5N2L10.form194, 10, 2, 
P0.5N2L10.form195, 16, 3, 
P0.5N2L10.form196, 10, 0, 
P0.5N2L10.form197, 19, 0, 
P0.5N2L10.form198, 13, 3, 
P0.5N2L10.form199, 13, 0, 
P0.5N2L10.form200, 16, 0, 
P0.5N2L10.form201, 13, 1, 
P0.5N2L10.form202, 10, 2, 
P0.5N2L10.form203, 16, 12, 
P0.5N2L10.form204, 10, 1, 
P0.5N2L10.form205, 10, 0, 
P0.5N2L10.form206, 13, 2, 
P0.5N2L10.form207, 13, 0, 
P0.5N2L10.form208, 13, 3, 
P0.5N2L10.form209, 13, 3, 
P0.5N2L10.form210, 16, 10, 
P0.5N2L10.form211, 10, 0, 
P0.5N2L10.form212, 10, 5, 
P0.5N2L10.form213, 10, 0, 
P0.5N2L10.form214, 13, 15, 
P0.5N2L10.form215, 13, 0, 
P0.5N2L10.form216, 10, 2, 
P0.5N2L10.form217, 10, 3, 
P0.5N2L10.form218, 16, 3, 
P0.5N2L10.form219, 16, 6, 
P0.5N2L10.form220, 16, 5, 
P0.5N2L10.form221, 13, 0, 
P0.5N2L10.form222, 13, 2, 
P0.5N2L10.form223, 13, 0, 
P0.5N2L10.form224, 13, 4, 
P0.5N2L10.form225, 10, 0, 
P0.5N2L10.form226, 13, 0, 
P0.5N2L10.form227, 13, 0, 
P0.5N2L10.form228, 16, 7, 
P0.5N2L10.form229, 13, 0, 
P0.5N2L10.form230, 13, 8, 
P0.5N2L10.form231, 10, 1, 
P0.5N2L10.form232, 16, 9, 
P0.5N2L10.form233, 13, 1, 
P0.5N2L10.form234, 13, 2, 
P0.5N2L10.form235, 13, 6, 
P0.5N2L10.form236, 16, 6, 
P0.5N2L10.form237, 10, 1, 
P0.5N2L10.form238, 13, 1, 
P0.5N2L10.form239, 13, 4, 
P0.5N2L10.form240, 16, 6, 
P0.5N2L10.form241, 10, 0, 
P0.5N2L10.form242, 16, 1, 
P0.5N2L10.form243, 16, 0, 
P0.5N2L10.form244, 13, 4, 
P0.5N2L10.form245, 10, 0, 
P0.5N2L10.form246, 10, 2, 
P0.5N2L10.form247, 10, 4, 
P0.5N2L10.form248, 10, 0, 
P0.5N2L10.form249, 13, 0, 
P0.5N2L10.form250, 16, 2, 
P0.5N2L10.form251, 13, 1, 
P0.5N2L10.form252, 16, 3, 
P0.5N2L10.form253, 10, 4, 
P0.5N2L10.form254, 13, 0, 
P0.5N2L10.form255, 13, 1, 
P0.5N2L10.form256, 13, 1, 
P0.5N2L10.form257, 13, 7, 
P0.5N2L10.form258, 13, 3, 
P0.5N2L10.form259, 10, 0, 
P0.5N2L10.form260, 16, 5, 
P0.5N2L10.form261, 10, 1, 
P0.5N2L10.form262, 10, 1, 
P0.5N2L10.form263, 13, 0, 
P0.5N2L10.form264, 10, 2, 
P0.5N2L10.form265, 10, 2, 
P0.5N2L10.form266, 10, 0, 
P0.5N2L10.form267, 16, 3, 
P0.5N2L10.form268, 10, 0, 
P0.5N2L10.form269, 10, 2, 
P0.5N2L10.form270, 16, 7, 
P0.5N2L10.form271, 19, 11, 
P0.5N2L10.form272, 13, 3, 
P0.5N2L10.form273, 10, 0, 
P0.5N2L10.form274, 10, 0, 
P0.5N2L10.form275, 10, 6, 
P0.5N2L10.form276, 13, 1, 
P0.5N2L10.form277, 13, 1, 
P0.5N2L10.form278, 13, 5, 
P0.5N2L10.form279, 13, 0, 
P0.5N2L10.form280, 13, 1, 
P0.5N2L10.form281, 10, 2, 
P0.5N2L10.form282, 13, 1, 
P0.5N2L10.form283, 16, 7, 
P0.5N2L10.form284, 13, 0, 
P0.5N2L10.form285, 13, 3, 
P0.5N2L10.form286, 10, 0, 
P0.5N2L10.form287, 13, 5, 
P0.5N2L10.form288, 16, 3, 
P0.5N2L10.form289, 16, 4, 
P0.5N2L10.form290, 13, 1, 
P0.5N2L10.form291, 13, 0, 
P0.5N2L10.form292, 10, 1, 
P0.5N2L10.form293, 16, 10, 
P0.5N2L10.form294, 16, 4, 
P0.5N2L10.form295, 13, 0, 
P0.5N2L10.form296, 13, 2, 
P0.5N2L10.form297, 10, 2, 
P0.5N2L10.form298, 16, 4, 
P0.5N2L10.form299, 13, 6, 
P0.5N2L10.form300, 13, 0, 
P0.5N2L10.form301, 13, 1, 
P0.5N2L10.form302, 16, 13, 
P0.5N2L10.form303, 13, 1, 
P0.5N2L10.form304, 19, 5, 
P0.5N2L10.form305, 10, 4, 
P0.5N2L10.form306, 16, 1, 
P0.5N2L10.form307, 16, 0, 
P0.5N2L10.form308, 16, 0, 
P0.5N2L10.form309, 13, 4, 
P0.5N2L10.form310, 13, 3, 
P0.5N2L10.form311, 10, 1, 
P0.5N2L10.form312, 13, 1, 
P0.5N2L10.form313, 13, 0, 
P0.5N2L10.form314, 16, 9, 
P0.5N2L10.form315, 13, 5, 
P0.5N2L10.form316, 16, 4, 
P0.5N2L10.form317, 16, 5, 
P0.5N2L10.form318, 13, 6, 
P0.5N2L10.form319, 13, 3, 
P0.5N2L10.form320, 19, 1, 
P0.5N2L10.form321, 19, 6, 
P0.5N2L10.form322, 19, 12, 
P0.5N2L10.form323, 16, 4, 
P0.5N2L10.form324, 13, 2, 
P0.5N2L10.form325, 19, 2, 
P0.5N2L10.form326, 10, 0, 
P0.5N2L10.form327, 10, 0, 
P0.5N2L10.form328, 10, 0, 
P0.5N2L10.form329, 13, 1, 
P0.5N2L10.form330, 10, 4, 
P0.5N2L10.form331, 13, 1, 
P0.5N2L10.form332, 10, 0, 
P0.5N2L10.form333, 16, 2, 
P0.5N2L10.form334, 13, 0, 
P0.5N2L10.form335, 16, 4, 
P0.5N2L10.form336, 13, 0, 
P0.5N2L10.form337, 10, 0, 
P0.5N2L10.form338, 19, 2, 
P0.5N2L10.form339, 13, 10, 
P0.5N2L10.form340, 16, 3, 
P0.5N2L10.form341, 10, 0, 
P0.5N2L10.form342, 13, 2, 
P0.5N2L10.form343, 10, 0, 
P0.5N2L10.form344, 10, 0, 
P0.5N2L10.form345, 10, 0, 
P0.5N2L10.form346, 16, 2, 
P0.5N2L10.form347, 10, 1, 
P0.5N2L10.form348, 10, 6, 
P0.5N2L10.form349, 16, 9, 
P0.5N2L10.form350, 10, 0, 
P0.5N2L10.form351, 13, 2, 
P0.5N2L10.form352, 13, 3, 
P0.5N2L10.form353, 10, 1, 
P0.5N2L10.form354, 13, 1, 
P0.5N2L10.form355, 10, 0, 
P0.5N2L10.form356, 13, 0, 
P0.5N2L10.form357, 16, 1, 
P0.5N2L10.form358, 10, 1, 
P0.5N2L10.form359, 10, 2, 
P0.5N2L10.form360, 13, 43, 
P0.5N2L10.form361, 10, 4, 
P0.5N2L10.form362, 13, 6, 
P0.5N2L10.form363, 10, 5, 
P0.5N2L10.form364, 13, 1, 
P0.5N2L10.form365, 10, 1, 
P0.5N2L10.form366, 13, 9, 
P0.5N2L10.form367, 13, 0, 
P0.5N2L10.form368, 13, 11, 
P0.5N2L10.form369, 16, 4, 
P0.5N2L10.form370, 10, 0, 
P0.5N2L10.form371, 13, 1, 
P0.5N2L10.form372, 10, 0, 
P0.5N2L10.form373, 13, 0, 
P0.5N2L10.form374, 19, 2, 
P0.5N2L10.form375, 13, 0, 
P0.5N2L10.form376, 13, 6, 
P0.5N2L10.form377, 16, 4, 
P0.5N2L10.form378, 10, 1, 
P0.5N2L10.form379, 13, 0, 
P0.5N2L10.form380, 13, 1, 
P0.5N2L10.form381, 13, 2, 
P0.5N2L10.form382, 16, 2, 
P0.5N2L10.form383, 10, 1, 
P0.5N2L10.form384, 16, 6, 
P0.5N2L10.form385, 13, 4, 
P0.5N2L10.form386, 13, 0, 
P0.5N2L10.form387, 13, 0, 
P0.5N2L10.form388, 16, 8, 
P0.5N2L10.form389, 16, 1, 
P0.5N2L10.form390, 19, 9, 
P0.5N2L10.form391, 13, 3, 
P0.5N2L10.form392, 13, 4, 
P0.5N2L10.form393, 13, 0, 
P0.5N2L10.form394, 10, 0, 
P0.5N2L10.form395, 13, 3, 
P0.5N2L10.form396, 13, 0, 
P0.5N2L10.form397, 10, 1, 
P0.5N2L10.form398, 19, 3, 
P0.5N2L10.form399, 10, 2, 
P0.5N2L10.form400, 16, 1, 
P0.5N2L10.form401, 13, 0, 
P0.5N2L10.form402, 13, 0, 
P0.5N2L10.form403, 16, 2, 
P0.5N2L10.form404, 16, 5, 
P0.5N2L10.form405, 16, 6, 
P0.5N2L10.form406, 10, 0, 
P0.5N2L10.form407, 13, 1, 
P0.5N2L10.form408, 16, 6, 
P0.5N2L10.form409, 13, 1, 
P0.5N2L10.form410, 13, 15, 
P0.5N2L10.form411, 13, 3, 
P0.5N2L10.form412, 13, 0, 
P0.5N2L10.form413, 10, 3, 
P0.5N2L10.form414, 13, 0, 
P0.5N2L10.form415, 10, 0, 
P0.5N2L10.form416, 16, 5, 
P0.5N2L10.form417, 13, 0, 
P0.5N2L10.form418, 13, 5, 
P0.5N2L10.form419, 13, 4, 
P0.5N2L10.form420, 13, 4, 
P0.5N2L10.form421, 13, 2, 
P0.5N2L10.form422, 13, 0, 
P0.5N2L10.form423, 16, 2, 
P0.5N2L10.form424, 16, 2, 
P0.5N2L10.form425, 13, 3, 
P0.5N2L10.form426, 10, 5, 
P0.5N2L10.form427, 10, 2, 
P0.5N2L10.form428, 19, 7, 
P0.5N2L10.form429, 10, 3, 
P0.5N2L10.form430, 16, 5, 
P0.5N2L10.form431, 13, 1, 
P0.5N2L10.form432, 13, 3, 
P0.5N2L10.form433, 13, 1, 
P0.5N2L10.form434, 10, 0, 
P0.5N2L10.form435, 19, 8, 
P0.5N2L10.form436, 10, 0, 
P0.5N2L10.form437, 10, 3, 
P0.5N2L10.form438, 13, 3, 
P0.5N2L10.form439, 16, 5, 
P0.5N2L10.form440, 16, 4, 
P0.5N2L10.form441, 13, 0, 
P0.5N2L10.form442, 16, 2, 
P0.5N2L10.form443, 13, 5, 
P0.5N2L10.form444, 16, 2, 
P0.5N2L10.form445, 16, 0, 
P0.5N2L10.form446, 13, 0, 
P0.5N2L10.form447, 13, 0, 
P0.5N2L10.form448, 10, 1, 
P0.5N2L10.form449, 10, 0, 
P0.5N2L10.form450, 13, 0, 
P0.5N2L10.form451, 16, 4, 
P0.5N2L10.form452, 22, 7, 
P0.5N2L10.form453, 13, 1, 
P0.5N2L10.form454, 10, 3, 
P0.5N2L10.form455, 19, 4, 
P0.5N2L10.form456, 13, 0, 
P0.5N2L10.form457, 16, 6, 
P0.5N2L10.form458, 16, 8, 
P0.5N2L10.form459, 10, 0, 
P0.5N2L10.form460, 10, 2, 
P0.5N2L10.form461, 13, 3, 
P0.5N2L10.form462, 13, 0, 
P0.5N2L10.form463, 13, 4, 
P0.5N2L10.form464, 10, 1, 
P0.5N2L10.form465, 13, 1, 
P0.5N2L10.form466, 16, 7, 
P0.5N2L10.form467, 13, 3, 
P0.5N2L10.form468, 13, 0, 
P0.5N2L10.form469, 16, 4, 
P0.5N2L10.form470, 13, 0, 
P0.5N2L10.form471, 13, 1, 
P0.5N2L10.form472, 13, 0, 
P0.5N2L10.form473, 16, 4, 
P0.5N2L10.form474, 13, 3, 
P0.5N2L10.form475, 13, 1, 
P0.5N2L10.form476, 10, 0, 
P0.5N2L10.form477, 10, 1, 
P0.5N2L10.form478, 13, 0, 
P0.5N2L10.form479, 13, 1, 
P0.5N2L10.form480, 13, 7, 
P0.5N2L10.form481, 10, 2, 
P0.5N2L10.form482, 13, 2, 
P0.5N2L10.form483, 10, 2, 
P0.5N2L10.form484, 10, 0, 
P0.5N2L10.form485, 16, 2, 
P0.5N2L10.form486, 13, 8, 
P0.5N2L10.form487, 16, 5, 
P0.5N2L10.form488, 10, 2, 
P0.5N2L10.form489, 13, 1, 
P0.5N2L10.form490, 10, 0, 
P0.5N2L10.form491, 13, 3, 
P0.5N2L10.form492, 13, 1, 
P0.5N2L10.form493, 13, 1, 
P0.5N2L10.form494, 13, 5, 
P0.5N2L10.form495, 19, 4, 
P0.5N2L10.form496, 13, 2, 
P0.5N2L10.form497, 13, 0, 
P0.5N2L10.form498, 10, 0, 
P0.5N2L10.form499, 13, 2, 
P0.5N2L100.form, 136, 1914, 
P0.5N2L100.form1, 127, 42, 
P0.5N2L100.form2, 130, 0, 
P0.5N2L100.form3, 142, 1, 
P0.5N2L100.form4, 133, 59, 
P0.5N2L100.form5, 157, 20, 
P0.5N2L100.form6, 139, 123, 
P0.5N2L100.form7, 127, 0, 
P0.5N2L100.form8, 142, 16, 
P0.5N2L100.form9, 130, 17, 
P0.5N2L100.form10, 130, 0, 
P0.5N2L100.form11, 130, 0, 
P0.5N2L100.form12, 136, 47, 
P0.5N2L100.form13, 130, 2, 
P0.5N2L100.form14, 139, 0, 
P0.5N2L100.form15, 136, 6, 
P0.5N2L100.form16, 130, 10, 
P0.5N2L100.form17, 148, 474, 
P0.5N2L100.form18, 136, 20, 
P0.5N2L100.form19, 130, 0, 
P0.5N2L100.form20, 133, 0, 
P0.5N2L100.form21, 136, 0, 
P0.5N2L100.form22, 145, 1, 
P0.5N2L100.form23, 142, 338, 
P0.5N2L100.form24, 145, 610, 
P0.5N2L100.form25, 151, 0, 
P0.5N2L100.form26, 151, 260, 
P0.5N2L100.form27, 139, 3331, 
P0.5N2L100.form28, 145, 1783, 
P0.5N2L100.form29, 130, 307, 
P0.5N2L100.form30, 121, 619, 
P0.5N2L100.form31, 124, 4, 
P0.5N2L100.form32, 142, 1, 
P0.5N2L100.form33, 139, 2207, 
P0.5N2L100.form34, 130, 0, 
P0.5N2L100.form35, 136, 19, 
P0.5N2L100.form36, 154, 483, 
P0.5N2L100.form37, 154, 18, 
P0.5N2L100.form38, 124, 3902, 
P0.5N2L100.form39, 151, TO, 
P0.5N2L100.form40, 154, 95, 
P0.5N2L100.form41, 148, 19, 
P0.5N2L100.form42, 148, 0, 
P0.5N2L100.form43, 142, 218, 
P0.5N2L100.form44, 136, 0, 
P0.5N2L100.form45, 139, 0, 
P0.5N2L100.form46, 127, 48, 
P0.5N2L100.form47, 139, 1040, 
P0.5N2L100.form48, 145, 1, 
P0.5N2L100.form49, 130, 104, 
P0.5N2L100.form50, 130, 78, 
P0.5N2L100.form51, 139, 0, 
P0.5N2L100.form52, 124, 4, 
P0.5N2L100.form53, 124, TO, 
P0.5N2L100.form54, 136, 7, 
P0.5N2L100.form55, 133, 0, 
P0.5N2L100.form56, 139, 264, 
P0.5N2L100.form57, 142, 0, 
P0.5N2L100.form58, 130, 18, 
P0.5N2L100.form59, 139, 422, 
P0.5N2L100.form60, 136, 38, 
P0.5N2L100.form61, 127, 148, 
P0.5N2L100.form62, 127, 1192, 
P0.5N2L100.form63, 130, 6, 
P0.5N2L100.form64, 142, 17, 
P0.5N2L100.form65, 154, TO, 
P0.5N2L100.form66, 136, 3, 
P0.5N2L100.form67, 136, 0, 
P0.5N2L100.form68, 142, 0, 
P0.5N2L100.form69, 121, 21, 
P0.5N2L100.form70, 127, 42, 
P0.5N2L100.form71, 133, 415, 
P0.5N2L100.form72, 136, 0, 
P0.5N2L100.form73, 154, 1688, 
P0.5N2L100.form74, 139, 637, 
P0.5N2L100.form75, 145, 55, 
P0.5N2L100.form76, 136, 0, 
P0.5N2L100.form77, 166, 3949, 
P0.5N2L100.form78, 136, 0, 
P0.5N2L100.form79, 130, 243, 
P0.5N2L100.form80, 145, 236, 
P0.5N2L100.form81, 142, 0, 
P0.5N2L100.form82, 145, 53, 
P0.5N2L100.form83, 145, 228, 
P0.5N2L100.form84, 130, 1413, 
P0.5N2L100.form85, 136, 1, 
P0.5N2L100.form86, 148, 3, 
P0.5N2L100.form87, 133, 1, 
P0.5N2L100.form88, 139, 96, 
P0.5N2L100.form89, 136, 19, 
P0.5N2L100.form90, 124, 0, 
P0.5N2L100.form91, 136, TO, 
P0.5N2L100.form92, 148, 58, 
P0.5N2L100.form93, 142, TO, 
P0.5N2L100.form94, 145, 2, 
P0.5N2L100.form95, 130, 5, 
P0.5N2L100.form96, 142, 93, 
P0.5N2L100.form97, 121, 30, 
P0.5N2L100.form98, 148, TO, 
P0.5N2L100.form99, 124, 4, 
P0.5N2L100.form100, 136, 76, 
P0.5N2L100.form101, 136, 0, 
P0.5N2L100.form102, 142, 11, 
P0.5N2L100.form103, 124, 365, 
P0.5N2L100.form104, 133, 199, 
P0.5N2L100.form105, 139, 7667, 
P0.5N2L100.form106, 145, 2, 
P0.5N2L100.form107, 121, 58, 
P0.5N2L100.form108, 151, 0, 
P0.5N2L100.form109, 127, 2381, 
P0.5N2L100.form110, 130, 0, 
P0.5N2L100.form111, 130, 0, 
P0.5N2L100.form112, 127, 2, 
P0.5N2L100.form113, 154, 0, 
P0.5N2L100.form114, 154, TO, 
P0.5N2L100.form115, 139, 53, 
P0.5N2L100.form116, 124, 0, 
P0.5N2L100.form117, 124, 0, 
P0.5N2L100.form118, 139, 0, 
P0.5N2L100.form119, 148, TO, 
P0.5N2L100.form120, 130, 39, 
P0.5N2L100.form121, 127, 244, 
P0.5N2L100.form122, 148, 0, 
P0.5N2L100.form123, 157, 426, 
P0.5N2L100.form124, 151, 834, 
P0.5N2L100.form125, 124, 244, 
P0.5N2L100.form126, 142, 9, 
P0.5N2L100.form127, 124, TO, 
P0.5N2L100.form128, 127, 3, 
P0.5N2L100.form129, 133, 0, 
P0.5N2L100.form130, 127, 4167, 
P0.5N2L100.form131, 127, 247, 
P0.5N2L100.form132, 136, 0, 
P0.5N2L100.form133, 133, 2, 
P0.5N2L100.form134, 130, 0, 
P0.5N2L100.form135, 145, 0, 
P0.5N2L100.form136, 148, 0, 
P0.5N2L100.form137, 127, 0, 
P0.5N2L100.form138, 145, 417, 
P0.5N2L100.form139, 124, 25, 
P0.5N2L100.form140, 145, 0, 
P0.5N2L100.form141, 142, 20, 
P0.5N2L100.form142, 133, 0, 
P0.5N2L100.form143, 130, 0, 
P0.5N2L100.form144, 148, 0, 
P0.5N2L100.form145, 145, 1511, 
P0.5N2L100.form146, 127, 9, 
P0.5N2L100.form147, 121, 2, 
P0.5N2L100.form148, 148, 38, 
P0.5N2L100.form149, 154, 5, 
P0.5N2L100.form150, 133, 0, 
P0.5N2L100.form151, 124, 0, 
P0.5N2L100.form152, 136, 4982, 
P0.5N2L100.form153, 139, 149, 
P0.5N2L100.form154, 139, 6, 
